Datetime,Electricity:Facility(kWh),ElectricityProduced:Facility(),NaturalGas:Facility(kBtu),Propane:Facility(kBtu),FuelOilNo2:Facility(kBtu),OtherFuels:Facility(kBtu),Cooling:Electricity(kWh),Heating:Electricity(kWh),InteriorLights:Electricity(kWh),ExteriorLights:Electricity(kWh),InteriorEquipment:Electricity(kWh),ExteriorEquipment:Electricity(),Fans:Electricity(kWh),Pumps:Electricity(kWh),WaterSystems:Electricity(),HeatRejection:Electricity(kWh),HeatRejection:NaturalGas(kBtu),Heating:NaturalGas(kBtu),WaterSystems:NaturalGas(kBtu),InteriorEquipment:NaturalGas(kBtu),HeatRejection:Propane(kBtu),Heating:Propane(kBtu),WaterSystems:Propane(kBtu),InteriorEquipment:Propane(kBtu),HeatRejection:FuelOilNo2(kBtu),Heating:FuelOilNo2(kBtu),WaterSystems:FuelOilNo2(kBtu),InteriorEquipment:FuelOilNo2(kBtu),HeatRejection:OtherFuels(kBtu),Heating:OtherFuels(kBtu),WaterSystems:OtherFuels(kBtu),InteriorEquipment:OtherFuels(kBtu),DistrictCooling:Facility(),DistrictHeating:Facility(),District Cooling Chilled Water Rate(),District Cooling Mass Flow Rate(),District Cooling Inlet Temperature(),District Cooling Outlet Temperature(),District Heating Hot Water Rate(),District Heating Mass Flow Rate(),District Heating Inlet Temperature(),District Heating Outlet Temperature(),1 ZONE VAV 1 CLG COIL(W),1 ZONE VAV 2 CLG COIL(W),1 ZONE VAV 3 CLG COIL(W),1 ZONE VAV 4 CLG COIL(W),1 ZONE VAV 5 CLG COIL(W),1 ZONE VAV CLG COIL(W),1 ZONE VAV 1 MAIN HTG COIL(W),1 ZONE VAV 2 MAIN HTG COIL(W),1 ZONE VAV 3 MAIN HTG COIL(W),1 ZONE VAV 4 MAIN HTG COIL(W),1 ZONE VAV 5 MAIN HTG COIL(W),1 ZONE VAV MAIN HTG COIL(W),BUILDING STORY 1 THERMALZONE REHEAT COIL(W),BUILDING STORY 2 THERMALZONE REHEAT COIL(W),BUILDING STORY 3 THERMALZONE REHEAT COIL(W),BUILDING STORY 4 THERMALZONE REHEAT COIL(W),BUILDING STORY 5 THERMALZONE REHEAT COIL(W),BUILDING STORY 6 THERMALZONE REHEAT COIL(W),Zone Thermal Comfort Fanger Model PMV(),Zone Thermal Comfort Fanger Model PPD(),Net Electric Energy(kWh),Electricity:Facility Power(kW),ElectricityProduced:Facility Power(kW),Electricity:Facility Apparent Power(kVA),ElectricityProduced:Facility Apparent Power(kVA),Net Power(kW),Net Apparent Power(kVA),Ice Thermal Storage End Fraction(),,Cooling Coil Ice Thermal Storage End Fraction(),REopt:ElectricityProduced:Total(kw),REopt:Electricity:Load:Total(kw),REopt:Electricity:Grid:ToLoad(kw),REopt:Electricity:Grid:ToBattery(kw),REopt:Electricity:Storage:ToLoad(kw),REopt:Electricity:Storage:ToGrid(kw),REopt:Electricity:Storage:StateOfCharge(pct),REopt:ElectricityProduced:Generator:Total(kw),REopt:ElectricityProduced:Generator:ToBattery(kw),REopt:ElectricityProduced:Generator:ToLoad(kw),REopt:ElectricityProduced:Generator:ToGrid(kw),REopt:ElectricityProduced:PV:Total(kw),REopt:ElectricityProduced:PV:ToBattery(kw),REopt:ElectricityProduced:PV:ToLoad(kw),REopt:ElectricityProduced:PV:ToGrid(kw),REopt:ElectricityProduced:Wind:Total(kw),REopt:ElectricityProduced:Wind:ToBattery(kw),REopt:ElectricityProduced:Wind:ToLoad(kw),REopt:ElectricityProduced:Wind:ToGrid(kw)
4/5/2017 14:00,497.1416805,0,1206.873202,0,0,0,20.14126162,0,263.6846931,0,175.7897954,0,11.28579554,25.62721408,0,0.612920804,0,1093.675534,113.197668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5885.460467,8285.216374,11152.39845,12931.385,0,0,0,0,0,0,1227.016185,11670.27129,0,0,91015.28737,106365.1541,0,0,0,0,497.1416805,497.1416805,0,552.379645,0,497.1416805,552.379645,0,0.00072,0,557.255,498.18002,0,0,0,0,1,0,0,0,0,557.255,59.075,498.18,0,0,0,0,0
4/5/2017 15:00,496.2844059,0,1217.73928,0,0,0,19.20187017,0,263.6846931,0,175.7897954,0,11.39478015,25.62554181,0,0.587725365,0,1116.826442,100.9128382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4606.839652,6768.495965,9639.439251,14713.76271,0,0,0,0,0,0,2280.23129,13160.30323,0,0,89723.32732,105099.8313,0,0,0,0,496.2844059,496.2844059,0,551.4271177,0,496.2844059,551.4271177,0,2.00E-05,0,497.287,497.28696,0,0,0,0,1,0,0,0,0,497.287,0,497.287,0,0,0,0,0
4/5/2017 16:00,515.3214975,0,1371.709235,0,0,0,16.16588445,0,263.6846931,0,197.886881,0,11.40679198,25.67056445,0,0.506682622,0,1234.22466,137.4845758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2837.799078,4944.304227,7806.325554,13487.35138,0,0,0,0,0,0,3885.244222,15020.35832,0,0,97306.09327,113738.9415,0,0,0,0,515.3214975,515.3214975,0,572.5794417,0,515.3214975,572.5794417,0,-4.00E-05,0,516.224,516.2242,0,0,0,0,1,0,0,0,0,516.224,0,516.224,0,0,0,0,0
4/5/2017 17:00,302.914424,0,1587.041639,0,0,0,13.62334623,0,146.4914961,0,105.2755821,0,11.28579554,25.79381342,0,0.444390503,0,1500.600434,86.44120488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1701.836606,4937.247007,7811.640549,9122.06802,0,0,0,0,0,0,4608.319508,15225.60873,2049.318665,0,117881.2132,132642.924,0,11080.12187,0,0,302.914424,302.914424,0,336.5715822,0,302.914424,336.5715822,0,0.0002,0,303.671,303.6715,0,0,0,0,1,0,0,0,0,303.671,0,303.671,0,0,0,0,0
4/5/2017 18:00,271.768775,0,1442.15595,0,0,0,74.03510121,0,87.89489768,0,78.12879794,0,6.240080882,23.71680919,0,1.753088091,0,1363.876233,78.27971721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34087.48134,45233.24084,47572.79828,31741.79233,0,0,0,0,0,0,0,0,0,0,121168.2105,134578.5118,0,0,0,0,271.768775,271.768775,0,301.9653056,0,271.768775,301.9653056,0,0.0005,0,203.308,272.28796,68.979,0,0,0,1,0,0,0,0,203.308,0,203.308,0,0,0,0,0
4/5/2017 19:00,166.0388242,0,53.84257053,0,0,0,0,0,87.89489768,0,78.12879794,0,0,0.015128622,0,0,0,0,53.84257053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.0388242,166.0388242,0,184.4875825,0,166.0388242,184.4875825,0,68.97996,0,49.545,166.23764,116.693,0,0,0,1,0,0,0,0,49.545,0,49.545,0,0,0,0,0
4/5/2017 20:00,283.715114,0,1882.499812,0,0,0,75.92762451,0,58.59659846,36.42172013,78.12879794,0,6.771777185,26.08173772,0,1.786858042,0,1822.111764,60.38804766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49333.1162,44856.7056,45751.60451,0,14626.63276,0,0,0,0,0,0,0,0,2065.492269,159508.4105,168597.0122,0,21130.09776,0,0,283.715114,283.715114,0,315.2390155,0,283.715114,315.2390155,0,116.69264,0,0,283.71512,283.715,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/5/2017 21:00,208.4510562,0,192.2152228,0,0,0,12.058644,0,58.59659846,36.42172013,80.91588235,0,1.072775108,19.01410077,0,0.371335381,0,155.9563857,36.25883709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22195.59086,0,0,0,0,0,0,28296.74561,0,0,0,0,0,0,0,208.4510562,208.4510562,0,231.6122847,0,208.4510562,231.6122847,0,283.71512,0,0,208.45105,208.451,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/5/2017 22:00,143.8639459,0,31.09337201,0,0,0,0,0,29.29829923,36.42172013,78.12879794,0,0,0.015128622,0,0,0,0,31.09337201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.8639459,143.8639459,0,159.8488288,0,143.8639459,159.8488288,0,208.45105,0,0,143.86395,143.864,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/5/2017 23:00,151.10286,0,166.5042736,0,0,0,7.359933952,0,14.64914961,36.42172013,78.12879794,0,1.641153713,12.69196585,0,0.210138759,0,143.2785006,23.22577306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3317.142095,8023.685589,0,0,0,0,0,0,0,0,0,0,0,11933.56176,23423.10815,0,0,0,0,151.10286,151.10286,0,167.8920666,0,151.10286,167.8920666,0,143.86395,0,0,151.10286,151.103,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/6/2017 0:00,127.2973183,0,0,0,0,0,0,0,14.64914961,34.51937071,78.12879794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.2973183,127.2973183,0,141.4414647,0,127.2973183,141.4414647,0,151.10286,0,0,127.29732,127.297,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/6/2017 1:00,177.3912288,0,605.7297893,0,0,0,19.76548443,0,14.64914961,34.51937071,78.12879794,0,4.336265586,25.45105663,0,0.541103929,0,598.8843511,6.845438205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17357.59904,17442.12766,0,0,0,0,0,0,0,0,0,0,0,56127.2085,70333.98269,0,0,0,0,177.3912288,177.3912288,0,197.1013654,0,177.3912288,197.1013654,0,127.29732,0,0,177.39124,177.391,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/6/2017 2:00,127.2973183,0,0,0,0,0,0,0,14.64914961,34.51937071,78.12879794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.2973183,127.2973183,0,141.4414647,0,127.2973183,141.4414647,0,177.39124,0,0,127.29732,127.297,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/6/2017 3:00,176.4238018,0,660.9961857,0,0,0,18.82123634,0,14.64914961,34.51937071,78.12879794,0,4.336265586,25.45170517,0,0.517276475,0,660.9961857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16964.14521,17560.79533,0,0,0,0,0,0,0,0,0,0,0,58553.54263,69445.62179,0,0,0,0,176.4238018,176.4238018,0,196.0264465,0,176.4238018,196.0264465,0,127.29732,0,0,176.4238,176.424,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/6/2017 4:00,127.2973183,0,0,0,0,0,0,0,14.64914961,34.51937071,78.12879794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.2973183,127.2973183,0,141.4414647,0,127.2973183,141.4414647,0,176.4238,0,0,127.29732,127.297,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/6/2017 5:00,242.2246574,0,2590.720683,0,0,0,60.64988546,0,29.29829923,34.51937071,82.52504912,0,7.438877511,26.42443327,0,1.368742103,0,2583.876449,6.844233386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30451.1206,32161.81598,0,34597.39118,29232.56278,0,0,0,0,0,0,50817.64702,0,159485.8414,168574.6068,0,119071.2703,0,0,242.2246574,242.2246574,0,269.1385082,0,242.2246574,269.1385082,0,127.29732,0,0,242.22466,242.225,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/6/2017 6:00,148.2601971,0,41.89282587,0,0,0,0,0,29.29829923,36.42172013,82.52504912,0,0,0.015128622,0,0,0,0,41.89282587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.2601971,148.2601971,0,164.7335523,0,148.2601971,164.7335523,0,242.22466,0,0,148.2602,148.26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/6/2017 7:00,203.8681309,0,2756.944796,0,0,0,0,0,87.89489768,0,103.4442171,0,11.28579554,1.243220564,0,0,0,2691.713931,65.23086551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14038.89388,14528.09091,12829.72409,9965.136451,19151.17982,28741.83453,32549.72144,343.5653825,159488.2669,168577.144,26263.18638,85084.9482,0,0,203.8681309,203.8681309,0,226.5201454,0,203.8681309,226.5201454,0,148.2602,0,0,203.86813,75.246,0,128.622,0,0.78179701,0,0,0,0,0,0,0,0,0,0,0,0
4/6/2017 8:00,475.8306193,0,1381.356093,0,0,0,3.351199804,0,263.6846931,0,175.7897954,0,11.28579554,21.52748263,0,0.191652928,0,1273.847273,107.5088206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1881.378919,316.009387,0,0,4188.865274,1268.614748,526.9979367,642.6281075,10268.4834,21046.75514,0,0,93059.11408,102237.1722,0,32867.81871,0,0,475.8306193,475.8306193,0,528.7006881,0,475.8306193,528.7006881,0,75.24613,0,45.208,475.94888,269.908,0,160.833,0,0.508948436,0,0,0,0,45.208,0,45.208,0,0,0,0,0
4/6/2017 9:00,487.7676449,0,797.6556478,0,0,0,11.18043205,0,263.6846931,0,175.7897954,0,11.28579554,25.46516168,0,0.361767166,0,676.6482186,121.0074292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.5009509,3355.805569,6220.201438,5382.340213,0,0,0,0,0,0,6956.26004,17084.26308,0,0,47381.27565,54035.22407,0,8927.354556,0,0,487.7676449,487.7676449,0,541.9640498,0,487.7676449,541.9640498,0,269.90788,0,185.618,488.19543,141.744,0,160.833,0,0.236099862,0,0,0,0,185.618,0,185.618,0,0,0,0,0
4/6/2017 10:00,504.4999537,0,336.8353452,0,0,0,27.27975375,0,263.6846931,0,175.7897954,0,11.64104861,25.33026148,0,0.774401471,0,213.7669998,123.0683455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12756.97627,9725.246128,12654.65298,17399.54686,127.6484775,0,0,0,0,0,145.2420291,10276.53237,0,0,13796.22644,17614.60674,0,0,0,0,504.4999537,504.4999537,0,560.5555041,0,504.4999537,560.5555041,0,141.74443,0,484.042,505.32065,0,0,21.279,0,0.2,0,0,0,0,484.042,0,484.042,0,0,0,0,0
4/6/2017 11:00,539.3898057,0,269.8913788,0,0,0,45.0122103,0,263.6846931,0,191.4502139,0,12.72767971,25.3148902,0,1.200118488,0,123.5818183,146.3095605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20723.06447,13033.96206,15957.59349,37230.88411,4104.888041,0,0,0,0,0,0,6701.334606,0,0,7274.661693,10318.5461,0,0,0,0,539.3898057,539.3898057,0,599.3220063,0,539.3898057,599.3220063,0,-0.00035,0,634.849,540.3344,0,0,0,0,0.344074623,0,0,0,0,634.849,94.514,540.335,0,0,0,0,0
4/6/2017 12:00,543.4349294,0,282.9456194,0,0,0,67.72896309,0,263.6846931,0,171.9180144,0,12.88611674,25.32620485,0,1.890937197,0,115.3645738,167.5810455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25872.91946,21690.125,24606.29234,51277.2342,13372.93586,2100.998766,0,0,0,0,0,0,0,0,10061.88367,14354.26953,0,0,0,0,543.4349294,543.4349294,0,603.8165882,0,543.4349294,603.8165882,0,-0.0006,0,705.292,544.4587,0,0,0,0,0.589245438,0,0,0,0,705.292,160.833,544.459,0,0,0,0,0
4/6/2017 13:00,570.3550068,0,163.5332131,0,0,0,88.01782655,0,263.6846931,0,175.7897954,0,15.1520353,25.31513058,0,2.395525993,0,0,163.5332131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39069.06606,23674.5121,26382.98252,70381.32072,16083.42173,5069.174542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570.3550068,570.3550068,0,633.7277854,0,570.3550068,633.7277854,0,-0.0003,0,732.22,571.3868,0,0,0,0,0.834416253,0,0,0,0,732.22,160.833,571.387,0,0,0,0,0
4/6/2017 14:00,581.8909282,0,115.7651384,0,0,0,99.04681534,0,263.6846931,0,175.7897954,0,15.27186522,25.32484823,0,2.772910962,0,0,115.7651384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42697.63328,27640.8155,30067.26649,75351.66231,20768.54166,7515.916902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581.8909282,581.8909282,0,646.5454758,0,581.8909282,646.5454758,0,-0.0002,0,691.643,583.0188,0,0,0,0,1,0,0,0,0,691.643,108.624,583.019,0,0,0,0,0
4/6/2017 15:00,604.6569102,0,101.3915101,0,0,0,119.7730111,0,263.6846931,0,175.7897954,0,16.79605999,25.34625158,0,3.267099097,0,0,101.3915101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50279.54775,31612.58704,34051.62956,85241.43559,34150.85317,12387.7263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604.6569102,604.6569102,0,671.8410113,0,604.6569102,671.8410113,0,-0.0002,0,521.399,605.6816,84.283,0,0,0,1,0,0,0,0,521.399,0,521.399,0,0,0,0,0
4/6/2017 16:00,635.1629737,0,134.6580347,0,0,0,127.7095478,0,263.6846931,0,197.886881,0,16.78583514,25.35425411,0,3.741762723,0,0,134.6580347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51599.01115,34968.51228,37557.81361,85625.79295,41893.19129,12586.35046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635.1629737,635.1629737,0,705.7366375,0,635.1629737,705.7366375,0,84.2826,0,433.642,636.08026,202.438,0,0,0,1,0,0,0,0,433.642,0,433.642,0,0,0,0,0
4/6/2017 17:00,376.7356548,0,93.60145458,0,0,0,85.3143297,0,146.4914961,0,105.2755821,0,11.7452511,25.31124083,0,2.597754842,0,6.895615984,86.7058386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28417.28781,31685.16865,34162.02491,45754.34506,24404.14337,10309.18721,0,0,0,0,0,0,0,0,0,1554.649378,0,0,0,0,376.7356548,376.7356548,0,418.5951719,0,376.7356548,418.5951719,0,202.43826,0,228.529,377.28452,148.756,0,0,0,1,0,0,0,0,228.529,0,228.529,0,0,0,0,0
4/6/2017 18:00,270.6195575,0,625.0894715,0,0,0,75.95417147,0,87.89489768,0,78.12879794,0,6.157349245,20.40264186,0,2.081699329,0,546.6658141,78.42365741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43624.52017,29097.59237,30374.69777,55552.16095,0,0,0,0,0,0,0,0,0,0,42558.8194,50754.01048,0,0,0,0,270.6195575,270.6195575,0,300.6883973,0,270.6195575,300.6883973,0,148.75552,0,95.476,270.8542,175.379,0,0,0,1,0,0,0,0,95.476,0,95.476,0,0,0,0,0
4/6/2017 19:00,166.0388242,0,54.94556035,0,0,0,0,0,87.89489768,0,78.12879794,0,0,0.015128622,0,0,0,0,54.94556035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.0388242,166.0388242,0,184.4875825,0,166.0388242,184.4875825,0,175.3782,0,10.023,166.05437,156.032,0,0,0,1,0,0,0,0,10.023,0,10.023,0,0,0,0,0
4/6/2017 20:00,312.798545,0,1403.853351,0,0,0,102.8546636,0,58.59659846,36.42172013,78.12879794,0,8.515740413,25.74647911,0,2.534545398,0,1346.41951,57.43384151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52958.14933,49858.726,52387.51344,55903.93756,0,0,0,0,0,0,0,0,0,12848.00838,104094.4174,118219.1403,5884.845072,0,0,0,312.798545,312.798545,0,347.5539389,0,312.798545,347.5539389,0,156.03137,0,0,312.79855,312.799,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/6/2017 21:00,175.9493296,0,38.81045735,0,0,0,0,0,58.59659846,36.42172013,80.91588235,0,0,0.015128622,0,0,0,0,38.81045735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175.9493296,175.9493296,0,195.4992551,0,175.9493296,195.4992551,0,312.79855,0,0,175.94933,175.949,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/6/2017 22:00,196.8521647,0,31.01891079,0,0,0,25.18252195,0,29.29829923,36.42172013,78.12879794,0,1.808419681,25.27152237,0,0.740883414,0,0,31.01891079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48579.86237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.8521647,196.8521647,0,218.7246275,0,196.8521647,218.7246275,0,175.94933,0,0,196.85216,196.852,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/6/2017 23:00,129.2147963,0,23.20472159,0,0,0,0,0,14.64914961,36.42172013,78.12879794,0,0,0.015128622,0,0,0,0,23.20472159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.2147963,129.2147963,0,143.5719959,0,129.2147963,143.5719959,0,196.85216,0,0,129.2148,129.215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/7/2017 0:00,127.2973183,0,0,0,0,0,0,0,14.64914961,34.51937071,78.12879794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.2973183,127.2973183,0,141.4414647,0,127.2973183,141.4414647,0,129.2148,0,0,127.29732,127.297,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/7/2017 1:00,127.2973183,0,6.845583647,0,0,0,0,0,14.64914961,34.51937071,78.12879794,0,0,0,0,0,0,0,6.845583647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.2973183,127.2973183,0,141.4414647,0,127.2973183,141.4414647,0,127.29732,0,0,127.29732,127.297,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/7/2017 2:00,127.2973183,0,0,0,0,0,0,0,14.64914961,34.51937071,78.12879794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.2973183,127.2973183,0,141.4414647,0,127.2973183,141.4414647,0,127.29732,0,0,127.29732,127.297,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/7/2017 3:00,180.9270169,0,0,0,0,0,25.84920454,0,14.64914961,34.51937071,78.12879794,0,1.808419681,25.25656736,0,0.715507065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49884.48938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.9270169,180.9270169,0,201.0300188,0,180.9270169,201.0300188,0,127.29732,0,0,180.92702,180.927,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/7/2017 4:00,127.2973183,0,0,0,0,0,0,0,14.64914961,34.51937071,78.12879794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.2973183,127.2973183,0,141.4414647,0,127.2973183,141.4414647,0,180.92702,0,0,127.29732,127.297,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/7/2017 5:00,186.8423919,0,129.1386638,0,0,0,12.53107054,0,29.29829923,34.51937071,82.52504912,0,2.228349267,25.28848653,0,0.451766549,0,129.1386638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19033.49514,0,0,0,0,0,0,0,0,0,0,0,0,28249.37271,0,0,0,0,186.8423919,186.8423919,0,207.6026577,0,186.8423919,207.6026577,0,127.29732,0,0,186.84239,186.842,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/7/2017 6:00,148.2601971,0,41.57653829,0,0,0,0,0,29.29829923,36.42172013,82.52504912,0,0,0.015128622,0,0,0,0,41.57653829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.2601971,148.2601971,0,164.7335523,0,148.2601971,164.7335523,0,186.84239,0,0,148.2602,148.26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/7/2017 7:00,271.8000352,0,2015.965391,0,0,0,41.94113293,0,87.89489768,0,103.4442171,0,11.29804446,26.02858659,0,1.193156486,0,1949.131492,66.83389827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15459.2624,17299.56931,19821.25752,19292.12923,9957.944947,0,0,0,0,0,0,80.1701683,29460.1041,0,134331.5606,142895.2925,11043.26001,58766.77689,0,0,271.8000352,271.8000352,0,302.0000391,0,271.8000352,302.0000391,0,148.2602,0,0,271.80005,271.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4/7/2017 8:00,540.8271942,0,843.2643597,0,0,0,62.73664428,0,263.6846931,0,175.7897954,0,11.28579554,25.52343687,0,1.806829104,0,727.2384485,116.0259112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22994.53132,26115.38137,28920.76378,27303.87149,16783.73332,6447.018663,0,0,0,0,0,0,0,0,66376.45862,75170.84689,0,5572.8737,0,0,540.8271942,540.8271942,0,600.9191047,0,540.8271942,600.9191047,0,271.80005,0,38.048,540.91766,342.036,0,160.833,0,0.727151426,0,0,0,0,38.048,0,38.048,0,0,0,0,0
4/7/2017 9:00,564.2335947,0,517.2790038,0,0,0,85.54157217,0,263.6846931,0,175.7897954,0,11.28579554,25.41789198,0,2.513846571,0,402.2125611,115.0664428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31339.30727,33792.21741,36665.55307,36643.5839,24178.6144,13842.4312,0,0,0,0,0,0,0,0,37153.03549,44336.12631,0,0,0,0,564.2335947,564.2335947,0,626.9262163,0,564.2335947,626.9262163,0,342.03666,0,262.58,564.7867,302.206,0,0,0,0.727151426,0,0,0,0,262.58,0,262.58,0,0,0,0,0
